body_length,subject_length,link_count,has_links,urgency_score,subject_urgency,caps_count,label
25,41,0,0,0,0,4,0
166,45,0,0,0,0,6,0
58,24,0,0,0,0,3,0
58,29,0,0,0,0,3,0
58,29,0,0,0,0,3,0
509,23,0,0,0,0,5,0
25,41,0,0,0,0,4,0
334,31,0,0,0,0,3,0
25,41,0,0,0,0,4,0
25,41,0,0,0,0,4,0
58,30,0,0,0,0,5,0
130,46,0,0,0,0,6,0
58,29,0,0,0,0,3,0
58,29,0,0,0,0,3,0
58,35,0,0,0,0,7,0
58,30,0,0,0,0,5,0
7,41,0,0,0,0,4,0
58,29,0,0,0,0,3,0
293,44,0,0,0,0,2,0
58,29,0,0,0,0,3,0
58,24,0,0,0,0,3,0
58,28,0,0,0,0,3,0
25,41,0,0,0,0,4,0
25,41,0,0,0,0,4,0
58,29,0,0,0,0,3,0
118,19,0,0,0,0,1,0
44,41,0,0,0,0,4,0
58,29,0,0,0,0,3,0
25,40,0,0,0,0,4,0
25,41,0,0,0,0,4,0
58,25,0,0,0,0,3,0
58,30,0,0,0,0,5,0
58,29,0,0,0,0,3,0
115,44,0,0,0,0,6,0
136,46,0,0,0,0,6,0
58,29,0,0,0,0,3,0
58,29,0,0,0,0,3,0
58,29,0,0,0,0,3,0
58,29,0,0,0,0,3,0
52,42,0,0,0,0,4,0
58,30,0,0,0,0,5,0
58,30,0,0,0,0,3,0
58,28,0,0,0,0,3,0
118,54,0,0,0,0,13,0
107,33,0,0,0,0,4,0
362,46,0,0,0,0,6,0
56,40,0,0,0,0,4,0
58,30,0,0,0,0,5,0
284,43,0,0,0,0,2,0
352,13,0,0,0,0,0,0
58,30,0,0,0,0,3,0
57,40,0,0,0,0,4,0
107,31,0,0,0,0,5,0
58,29,0,0,0,0,3,0
107,33,0,0,0,0,4,0
58,25,0,0,0,0,3,0
58,30,0,0,0,0,3,0
181,45,0,0,0,0,6,0
294,61,0,0,0,0,8,0
58,29,0,0,0,0,5,0
58,27,0,0,0,0,4,0
180,32,0,0,0,0,6,0
58,25,0,0,0,0,3,0
183,18,0,0,0,0,1,0
33,42,0,0,0,0,4,0
53,42,0,0,0,0,4,0
121,32,0,0,0,0,6,0
33,42,0,0,0,0,4,0
58,25,0,0,0,0,3,0
357,33,0,0,0,0,3,0
65,42,0,0,0,0,4,0
58,38,0,0,0,0,4,0
58,27,0,0,0,0,4,0
234,47,0,0,0,0,6,0
58,25,0,0,0,0,3,0
58,25,0,0,0,0,3,0
58,38,0,0,0,0,4,0
289,40,0,0,0,0,2,0
58,25,0,0,0,0,3,0
58,30,0,0,0,0,5,0
177,36,0,0,1,0,1,0
2055,46,0,0,1,0,3,0
395,41,0,0,0,0,5,0
571,37,0,0,1,0,1,0
58,25,0,0,0,0,3,0
452,46,0,0,0,0,8,0
996,46,0,0,1,0,3,0
360,36,0,0,0,0,3,0
166,45,0,0,1,0,1,0
58,25,0,0,0,0,3,0
862,16,0,0,1,0,1,0
361,37,0,0,0,0,7,0
908,51,0,0,1,0,1,0
9553,62,0,0,2,0,3,0
2244,39,0,0,1,0,1,0
1965,66,0,0,3,0,1,0
1110,58,0,0,1,0,2,0
651,54,0,0,1,0,2,0
2107,66,0,0,3,0,1,0
464,36,0,0,1,0,0,0
1561,37,0,0,0,0,0,0
480,47,0,0,0,0,0,0
2040,13,0,0,0,0,0,0
451,20,0,0,0,0,0,0
449,20,0,0,0,0,0,0
2589,38,0,0,1,0,0,0
11703,62,0,0,2,0,3,0
1069,44,0,0,1,0,1,0
649,18,0,0,0,0,0,0
137,5,0,0,0,0,0,0
466,39,0,0,0,0,1,0
4557,25,0,0,0,0,1,0
667,26,0,0,1,0,1,0
4184,56,0,0,3,0,2,0
1083,36,0,0,0,0,1,0
1752,48,0,0,1,0,1,0
2972,46,0,0,3,0,3,0
1136,46,0,0,1,0,1,0
1047,51,0,0,1,0,2,0
625,36,0,0,0,0,0,0
3769,61,0,0,1,0,7,0
7162,48,0,0,3,0,2,0
242,49,0,0,0,0,3,0
1066,42,0,0,1,0,8,0
102,44,0,0,1,0,9,0
353,46,0,0,1,0,1,0
165,13,0,0,0,0,2,0
4115,15,0,0,1,0,1,0
155,28,0,0,0,0,0,0
895,15,0,0,0,0,1,0
1817,47,0,0,0,0,7,0
661,10,0,0,1,0,1,0
1095,74,0,0,0,0,9,0
107,27,0,0,0,0,2,0
52,25,0,0,0,0,1,0
189,16,0,0,0,0,0,0
1073,47,0,0,0,0,8,0
160,7,0,0,0,0,0,0
256,33,0,0,0,0,2,0
761,60,0,0,0,0,5,0
727,40,0,0,0,0,0,0
220,14,0,0,0,0,0,0
85,28,0,0,0,0,5,0
1311,66,0,0,0,0,4,0
182,20,0,0,0,0,0,0
194,32,0,0,0,0,3,0
1295,48,0,0,1,0,3,0
1311,10,0,0,0,0,0,0
810,52,0,0,0,0,6,0
562,24,0,0,1,0,2,0
19,32,0,0,0,0,2,0
946,25,0,0,0,0,3,0
183,17,0,0,0,0,4,0
218,12,0,0,0,0,2,0
135,12,0,0,0,0,2,0
226,44,0,0,0,0,2,0
927,61,0,0,0,0,3,0
144,40,0,0,0,0,3,0
583,39,0,0,0,0,6,0
621,31,0,0,1,0,0,0
1363,61,0,0,0,0,3,0
1167,15,0,0,1,0,2,0
3175,42,0,0,1,0,2,0
145,54,0,0,1,0,6,0
177,49,0,0,0,0,3,0
600,49,0,0,0,0,3,0
655,10,0,0,0,0,0,0
648,49,0,0,1,0,9,0
459,67,0,0,0,0,7,0
1642,51,0,0,1,0,4,0
616,54,0,0,1,0,6,0
498,27,0,0,1,0,0,0
1410,54,0,0,1,0,6,0
2384,53,0,0,1,0,5,0
258,12,0,0,0,0,2,0
44,20,0,0,0,0,0,0
784,70,0,0,0,0,10,0
168,54,0,0,0,0,6,0
110,49,0,0,0,0,9,0
1286,49,0,0,1,0,9,0
1776,33,0,0,0,0,3,0
604,54,0,0,0,0,6,0
536,53,0,0,1,0,5,0
1250,46,0,0,0,0,1,0
3126,49,0,0,1,0,3,0
798,46,0,0,0,0,1,0
1557,49,0,0,0,0,9,0
798,34,0,0,0,0,0,0
707,49,0,0,0,0,9,0
534,49,0,0,1,0,9,0
3806,53,0,0,1,0,5,0
1521,53,0,0,1,0,5,0
2819,48,0,0,1,0,4,0
1481,49,0,0,0,0,9,0
3178,49,0,0,1,0,3,0
95,28,0,0,0,0,9,0
160,49,0,0,0,0,4,0
1711,15,0,0,0,0,2,0
1182,27,0,0,0,0,1,0
176,10,0,0,0,0,1,0
3255,49,0,0,1,0,4,0
664,53,0,0,1,0,1,0
448,49,0,0,1,0,4,0
2004,15,0,0,0,0,2,0
1120,15,0,0,0,0,2,0
2876,32,0,0,1,0,2,0
704,15,0,0,0,0,2,0
2688,42,0,0,1,0,2,0
820,40,0,0,0,0,3,0
2327,33,0,0,0,0,3,0
3354,26,0,0,1,0,1,0
573,23,0,0,0,0,1,0
1486,35,0,0,0,0,1,0
1895,21,0,0,0,0,1,0
826,34,0,0,0,0,0,0
575,21,0,0,0,0,1,0
831,28,0,0,1,0,0,0
1232,21,0,0,0,0,1,0
924,30,0,0,0,0,3,0
3990,72,0,0,1,0,6,0
1255,29,0,0,0,0,1,0
1355,27,0,0,2,0,1,0
649,29,0,0,0,0,0,0
765,40,0,0,0,0,5,0
500,24,0,0,1,0,3,0
2449,20,0,0,0,0,0,0
1256,29,0,0,1,0,4,0
1382,40,0,0,0,0,5,0
122,41,0,0,0,0,3,0
1136,72,0,0,1,0,6,0
985,24,0,0,1,0,3,0
2466,44,0,0,1,0,3,0
740,20,0,0,0,0,0,0
1897,44,0,0,0,0,6,0
1349,41,0,0,2,0,2,0
2859,22,0,0,1,0,4,0
1276,41,0,0,2,0,2,0
552,39,0,0,0,0,5,0
1400,41,0,0,2,0,2,0
2240,24,0,0,0,0,1,0
2320,53,0,0,0,0,7,0
386,34,0,0,0,0,1,0
1400,44,0,0,0,0,6,0
313,14,0,0,0,0,3,0
689,26,0,0,0,0,1,0
13395,34,0,0,1,0,2,0
1236,24,0,0,0,0,1,0
113,26,0,0,0,0,1,0
352,24,0,0,1,0,3,0
13403,34,0,0,1,0,2,0
1374,36,0,0,2,0,1,0
1140,41,0,0,1,0,2,0
704,35,0,0,0,0,0,0
491,30,0,0,0,0,2,0
156,20,0,0,0,0,0,0
13056,34,0,0,1,0,2,0
102,26,0,0,0,0,1,0
1125,38,0,0,0,0,6,0
524,30,0,0,0,0,1,0
1877,41,0,0,1,0,2,0
117,24,0,0,0,0,1,0
1075,29,0,0,0,0,2,0
1124,22,0,0,0,0,1,0
126,30,0,0,0,0,3,0
718,29,0,0,0,0,2,0
1228,41,0,0,0,0,2,0
242,25,0,0,0,0,2,0
151,27,0,0,0,0,1,0
94,25,0,0,0,0,1,0
506,27,0,0,0,0,1,0
1193,9,0,0,0,0,0,0
1070,23,0,0,0,0,2,0
166,30,0,0,0,0,1,0
2513,21,0,0,1,0,2,0
1954,37,0,0,0,0,4,0
1007,29,0,0,0,0,2,0
95,35,0,0,0,0,2,0
172,40,0,0,0,0,2,0
2188,71,0,0,0,0,9,0
632,24,0,0,0,0,0,0
194,15,0,0,0,0,0,0
1152,34,0,0,0,0,2,0
2625,67,0,0,1,0,4,0
216,32,0,0,0,0,1,0
355,12,0,0,0,0,2,0
1292,37,0,0,1,0,4,0
1040,72,0,0,0,0,8,0
878,42,0,0,0,0,7,0
316,19,0,0,0,0,0,0
1308,13,0,0,0,0,0,0
559,107,0,0,0,0,32,0
692,24,0,0,0,0,1,0
883,30,0,0,0,0,4,0
183,9,0,0,0,0,0,0
930,69,0,0,0,0,0,0
295,18,0,0,0,0,1,0
942,24,0,0,0,0,1,0
502,10,0,0,0,0,0,0
424,10,0,0,0,0,0,0
1947,4,0,0,0,0,1,0
750,7,0,0,1,0,0,0
234,19,0,0,1,0,2,0
266,9,0,0,0,0,0,0
181,8,0,0,0,0,0,0
1721,33,0,0,0,0,2,0
1003,6,0,0,0,0,0,0
245,9,0,0,1,0,0,0
252,8,0,0,1,0,0,0
198,4,0,0,0,0,0,0
357,50,0,0,1,0,3,0
138,20,0,0,0,0,0,0
459,9,0,0,1,0,0,0
299,13,0,0,1,0,1,0
271,9,0,0,0,0,0,0
1532,38,0,0,0,0,3,0
927,26,0,0,0,0,2,0
1222,29,0,0,1,0,2,0
136,34,0,0,0,0,2,0
554,8,0,0,1,0,0,0
641,31,0,0,1,0,2,0
508,16,0,0,0,0,0,0
880,34,0,0,1,0,2,0
483,19,0,0,0,0,5,0
550,3,0,0,0,0,0,0
167,23,0,0,0,0,0,0
1325,23,0,0,0,0,1,0
1460,39,0,0,1,0,3,0
98,24,0,0,0,0,6,0
546,34,0,0,0,0,2,0
966,34,0,0,0,0,2,0
158,19,0,0,0,0,5,0
3870,34,0,0,1,0,3,0
291,9,0,0,1,0,0,0
342,25,0,0,0,0,0,0
426,10,0,0,0,0,0,0
46,34,0,0,0,0,3,0
2507,68,0,0,1,0,2,0
89,19,0,0,0,0,2,0
75,23,0,0,0,0,1,0
2385,61,0,0,1,0,5,0
733,9,0,0,1,0,0,0
1376,35,0,0,1,0,3,0
386,14,0,0,0,0,1,0
2367,69,0,0,1,0,3,0
138,9,0,0,1,0,0,0
1226,34,0,0,1,0,2,0
33,36,0,0,0,0,3,0
269,5,0,0,1,0,0,0
86,5,0,0,1,0,0,0
695,10,0,0,1,0,0,0
426,34,0,0,1,0,2,0
1506,30,0,0,0,0,1,0
1175,20,0,0,1,0,1,0
645,21,0,0,0,0,3,0
790,43,0,0,1,0,3,0
1246,20,0,0,0,0,0,0
844,20,0,0,1,0,1,0
1165,27,0,0,1,0,0,0
108,27,0,0,0,0,2,0
1101,19,0,0,1,0,1,0
2536,21,0,0,1,0,2,0
156,28,0,0,0,0,0,0
190,16,0,0,0,0,0,0
132,16,0,0,1,0,0,0
1991,30,0,0,0,0,2,0
1263,19,0,0,0,0,1,0
